loggingTime,loggingSample,locationTimestamp_since1970,locationLatitude,locationLongitude,locationAltitude,locationSpeed,locationCourse,locationVerticalAccuracy,locationHorizontalAccuracy,locationFloor,locationHeadingTimestamp_since1970,locationHeadingX,locationHeadingY,locationHeadingZ,locationTrueHeading,locationMagneticHeading,locationHeadingAccuracy,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroTimestamp_sinceReboot,gyroRotationX,gyroRotationY,gyroRotationZ,motionTimestamp_sinceReboot,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,motionAttitudeReferenceFrame,motionQuaternionX,motionQuaternionY,motionQuaternionZ,motionQuaternionW,motionGravityX,motionGravityY,motionGravityZ,motionMagneticFieldX,motionMagneticFieldY,motionMagneticFieldZ,motionMagneticFieldCalibrationAccuracy,activityTimestamp_sinceReboot,activity,activityActivityConfidence,activityActivityStartDate,pedometerStartDate,pedometerNumberofSteps,pedometerDistance,pedometerFloorAscended,pedometerFloorDescended,pedometerEndDate,altimeterTimestamp_sinceReboot,altimeterReset,altimeterRelativeAltitude,altimeterPressure,IP_en0,IP_pdp_ip0,deviceOrientation,state
25:26.0,7860,1432693525,31.76628712,-106.4510277,1129.408,0,2.4609375,3,5,-9999,1432693526,-69.65746307,-43.56132507,-22.46716309,91.87627411,83.49092865,25,86630.77134,-0.039840698,-0.924530029,-0.314117432,86630.75571,0.006462959,0.004263188,-0.006285593,86630.75571,-0.796297341,-0.116769743,1.223585442,0.00764306,0.002121925,0.001309579,0.00233602,0.012621582,-0.013099731,XArbitraryZVertical,0.509989321,-0.266329266,-0.347740351,0.740308221,-0.039643761,-0.940325439,-0.33795923,0,0,0,-1,86621.98408,automotive,2,25:17.3,null,0,0,0,0,null,0,-1.816162,88.55655,0.0.0.0,33.234.95.54,1,1,
25:26.1,7861,1432693525,31.76628712,-106.4510277,1129.408,0,2.4609375,3,5,-9999,1432693526,-69.79705048,-43.49214172,-21.52807617,91.88104248,83.49569702,25,86630.83087,-0.033294678,-0.935928345,-0.351211548,86630.8258,-0.018034394,0.004222708,-0.005510879,86630.79076,-0.796222714,-0.116838687,1.22379397,-0.000845518,-0.002122269,0.000129261,0.002809484,-0.003390245,0.002724509,XArbitraryZVertical,0.510067167,-0.266365565,-0.347711724,0.740254974,-0.0396442,-0.940396369,-0.33776173,0,0,0,-1,86621.98408,automotive,2,25:17.3,null,0,0,0,0,null,0,-1.816162,88.55655,0.0.0.0,33.234.95.54,1,1,
25:26.2,7862,1432693525,31.76628712,-106.4510277,1129.408,0,2.4609375,3,5,-9999,1432693526,-68.81996155,-43.90718079,-21.93054199,91.89388275,83.50853729,25,86630.89037,-0.041687012,-0.904266357,-0.323318481,86630.86085,-0.012700349,0.005292234,-0.006507168,86630.86085,-0.796098714,-0.116964241,1.223992742,-0.011519257,0.003147123,0.001085103,0.001761961,0.010623868,0.021134339,XArbitraryZVertical,0.510138011,-0.266408816,-0.347680139,0.740205427,-0.039664794,-0.94046396,-0.337571114,0,0,0,-1,86630.8751,automotive,1,25:26.2,null,0,0,0,0,null,0,-1.816162,88.55655,0.0.0.0,33.234.95.54,1,1,
25:26.2,7863,1432693525,31.76628712,-106.4510277,1129.408,0,2.4609375,3,5,-9999,1432693526,-68.64547729,-43.73423767,-21.69573975,91.90150452,83.51615906,25,86630.94989,-0.037689209,-0.939590454,-0.330703735,86630.93094,0.012876118,4.53E-05,-0.007288007,86630.93094,-0.796051301,-0.11699375,1.223465828,0.014054805,-0.002099861,0.000304588,0.001219409,0.036705017,0.006335971,XArbitraryZVertical,0.509937306,-0.266332352,-0.34771705,0.740353886,-0.039732594,-0.940284729,-0.338062048,0,0,0,-1,86630.8751,automotive,1,25:26.2,null,0,0,0,0,null,0,-1.816162,88.55655,0.0.0.0,33.234.95.54,1,1,
25:26.2,7864,1432693526,31.76628712,-106.4510277,1129.566,0,2.4609375,3,5,-9999,1432693526,-69.23871613,-43.69966125,-21.59503174,91.91323853,83.52789307,25,86631.00941,-0.038421631,-0.9193573,-0.343475342,86631.00103,-0.007345797,0.004249872,-0.008573514,86630.96598,-0.796184169,-0.116836629,1.223497737,0.006597347,6.77E-07,0.000221723,0.002764967,0.008502379,-0.011815031,XArbitraryZVertical,0.509959157,-0.266312629,-0.34772333,0.74034298,-0.039675977,-0.940295577,-0.338038474,0,0,0,-1,86630.8751,automotive,1,25:26.2,null,0,0,0,0,null,0,-1.816162,88.55655,0.0.0.0,33.234.95.54,1,1,
25:26.3,7865,1432693526,31.76628712,-106.4510277,1129.566,0,2.4609375,3,5,-9999,1432693526,-68.8548584,-43.38839722,-22.29937744,91.9159317,83.53058624,25,86631.06893,-0.043273926,-0.917449951,-0.309082031,86631.07111,-0.004187554,0.001070058,-0.005359345,86631.03607,-0.795999433,-0.117031726,1.223723048,-0.015749469,0.003144227,-0.001092585,0.000181666,0.013080385,0.021734504,XArbitraryZVertical,0.510036172,-0.266369938,-0.347684628,0.740287484,-0.03971719,-0.940372229,-0.337820321,0,0,0,-1,86630.8751,automotive,1,25:26.2,null,0,0,0,0,null,0,-1.816162,88.55655,0.0.0.0,33.234.95.54,1,1,
25:26.4,7866,1432693526,31.76628712,-106.4510277,1129.566,0,2.4609375,3,5,-9999,1432693526,-69.37831116,-43.28465271,-21.79626465,91.92772675,83.54238129,25,86631.12844,-0.036849976,-0.934555054,-0.352172852,86631.10616,0.009665144,0.001094559,-0.006259228,86631.10616,-0.7961753,-0.116837853,1.223514057,0.010843022,-0.001054291,0.001330164,0.00265678,0.037102904,0.004221926,XArbitraryZVertical,0.509966378,-0.266313154,-0.347718905,0.740339895,-0.039674602,-0.94030112,-0.338023186,0,0,0,-1,86630.8751,automotive,1,25:26.2,null,0,0,0,0,null,0,-1.816162,88.55655,0.0.0.0,33.234.95.54,1,1,
25:26.4,7867,1432693526,31.76628712,-106.4510277,1129.566,0,2.4609375,3,5,-9999,1432693526,-69.51789093,-43.63049316,-21.86334229,91.93402863,83.54868317,25,86631.18797,-0.040237427,-0.905441284,-0.321960449,86631.17625,0.005451224,0.001099353,-0.009497099,86631.17625,-0.796343867,-0.116675543,1.223631245,0.006629244,-0.00105388,-0.001909921,0.006037574,0.001772909,-0.009522443,XArbitraryZVertical,0.510017053,-0.266312812,-0.347729469,0.740300148,-0.03960691,-0.940340996,-0.337920189,0,0,0,-1,86630.8751,automotive,1,25:26.2,null,0,0,0,0,null,0,-1.816162,88.55655,0.0.0.0,33.234.95.54,1,1,
25:26.5,7868,1432693526,31.76628712,-106.4510277,1129.566,0,2.4609375,3,5,-9999,1432693526,-69.83196259,-43.59591675,-22.03100586,91.93354797,83.54820251,25,86631.24748,-0.03729248,-0.939651489,-0.330459595,86631.24634,-0.013747238,0.004236557,-0.007586014,86631.21129,-0.796185287,-0.11685227,1.223673254,-0.011460518,0.002096044,-0.003173999,0.001530309,0.001100555,-0.002229203,XArbitraryZVertical,0.510023539,-0.266343793,-0.347712093,0.740292694,-0.039662022,-0.940355301,-0.337873936,0,0,0,-1,86630.8751,automotive,1,25:26.2,null,0,0,0,0,null,0,-1.816162,88.55655,0.0.0.0,33.234.95.54,1,1,
25:26.6,7869,1432693526,31.76628712,-106.4510277,1129.566,0,2.4609375,3,5,-9999,1432693526,-69.41320038,-43.59593201,-22.09802246,91.9343338,83.54898834,25,86631.30703,-0.045135498,-0.916809082,-0.340576172,86631.28138,-0.004190484,0.002127866,-0.005355617,86631.28138,-0.796431692,-0.116556428,1.223712342,-0.003013942,-2.87E-05,0.002229473,0.00124297,0.022888144,0.022114296,XArbitraryZVertical,0.510057138,-0.266302716,-0.347724368,0.740278558,-0.039557789,-0.940368593,-0.33784917,0,0,0,-1,86630.8751,automotive,1,25:26.2,null,0,0,0,0,null,0,-1.816162,88.55655,0.0.0.0,33.234.95.54,1,1,
25:26.6,7870,1432693526,31.76628712,-106.4510277,1129.566,0,2.4609375,3,5,-9999,1432693527,-69.55278778,-43.80345154,-21.49438477,91.93987274,83.55452728,25,86631.36653,-0.043624878,-0.922836304,-0.316421509,86631.35148,0.009673933,0.003213903,-0.007314372,86631.31643,-0.796416348,-0.116559636,1.223432467,0.01081108,-0.0010695,0.003451226,-0.005546018,0.023464292,-0.002465754,XArbitraryZVertical,0.509951395,-0.26625996,-0.347744468,0.740357342,-0.03958948,-0.940273404,-0.338110417,0,0,0,-1,86630.8751,automotive,1,25:26.2,null,0,0,0,0,null,0,-1.816162,88.55655,0.0.0.0,33.234.95.54,1,1,
25:26.6,7871,1432693526,31.76628712,-106.4510277,1129.566,0,2.4609375,3,5,-9999,1432693527,-69.72727966,-43.83802795,-21.99743652,91.94735718,83.56201172,25,86631.42607,-0.031524658,-0.935089111,-0.348754883,86631.42156,-0.012673984,0.006357498,-0.008628642,86631.38652,-0.796562041,-0.116384474,1.223345609,0.00019329,-2.02E-05,0.00120437,0.002552433,0.011639677,-0.011777123,XArbitraryZVertical,0.509929178,-0.266219839,-0.347761488,0.740379078,-0.039539739,-0.940243781,-0.338198453,0,0,0,-1,86630.8751,automotive,1,25:26.2,null,0,0,0,0,null,0,-1.816162,88.55655,0.0.0.0,33.234.95.54,1,1,
25:26.7,7872,1432693526,31.76628712,-106.4510277,1129.566,0,2.4609375,3,5,-9999,1432693527,-69.37831116,-43.63052368,-22.53405762,91.9422226,83.55687714,25,86631.48557,-0.041778564,-0.903961182,-0.317901611,86631.45661,-0.011603659,0.004243481,-0.008623582,86631.45661,-0.796291498,-0.116659454,1.22379193,-0.010427879,0.002082922,-0.001039914,-0.000684059,0.010174125,0.016496941,XArbitraryZVertical,0.510088386,-0.266316477,-0.347691654,0.740267443,-0.039583884,-0.940395653,-0.33777076,0,0,0,-1,86630.8751,automotive,1,25:26.2,null,0,0,0,0,null,0,-1.816162,88.55655,0.0.0.0,33.234.95.54,1,1,
25:26.8,7873,1432693526,31.76628712,-106.4510277,1129.566,0,2.4609375,3,5,-9999,1432693527,-69.48299408,-43.80343628,-22.03100586,91.94464111,83.55929565,25,86631.5451,-0.035522461,-0.943099976,-0.336044312,86631.5267,0.011811652,4.37E-05,-0.007300523,86631.5267,-0.796563403,-0.116350952,1.223477701,0.012985722,-0.002116671,0.000282722,0.000619329,0.034908522,0.012652232,XArbitraryZVertical,0.509985433,-0.266226678,-0.347741658,0.740347184,-0.039513983,-0.940288782,-0.338076413,0,0,0,-1,86630.8751,automotive,1,25:26.2,null,0,0,0,0,null,0,-1.816162,88.55655,0.0.0.0,33.234.95.54,1,1,
25:26.8,7874,1432693526,31.76628712,-106.4510277,1129.566,0,2.4609375,3,5,-9999,1432693527,-69.23871613,-43.49217224,-22.06445313,91.95497131,83.56962585,25,86631.60461,-0.036987305,-0.914001465,-0.34425354,86631.59679,-0.007360445,0.004246144,-0.007510913,86631.56174,-0.796741136,-0.116141715,1.223346804,0.009789459,-0.001063564,0.000248619,0.004484362,0.010251534,-0.014484714,XArbitraryZVertical,0.509948009,-0.266175806,-0.347765784,0.740379921,-0.039457507,-0.940244198,-0.338206947,0,0,0,-1,86630.8751,automotive,1,25:26.2,null,0,0,0,0,null,0,-1.816162,88.55655,0.0.0.0,33.234.95.54,1,1,
25:26.9,7875,1432693526,31.76628712,-106.4510277,1129.566,0,2.4609375,3,5,-9999,1432693527,-68.7850647,-43.80343628,-22.56756592,91.95172882,83.56638336,25,86631.66412,-0.040115356,-0.919204712,-0.317184448,86631.63182,-0.015876169,0.004233361,-0.007611048,86631.63182,-0.796626187,-0.116261411,1.223426526,-0.014703183,0.002069211,-3.00E-05,0.004073643,0.01111791,0.018685007,XArbitraryZVertical,0.509973039,-0.266202218,-0.347746634,0.74036218,-0.039489292,-0.940271378,-0.338127762,0,0,0,-1,86630.8751,automotive,1,25:26.2,null,0,0,0,0,null,0,-1.816162,88.55655,0.0.0.0,33.234.95.54,1,1,
25:27.0,7876,1432693526,31.76628712,-106.4510277,1129.566,0,2.4609375,3,5,-9999,1432693527,-68.75016785,-43.69969177,-22.46691895,91.94398499,83.55863953,25,86631.72364,-0.03843689,-0.934936523,-0.347442627,86631.7019,0.004310593,0.00213692,-0.004192881,86631.66687,-0.795992941,-0.116962476,1.223425762,-0.005132161,-3.61E-05,0.001138709,-0.00038894,0.021066381,0.020916255,XArbitraryZVertical,0.509935161,-0.26630017,-0.34769104,0.740379154,-0.039726418,-0.94027108,-0.338100702,0,0,0,-1,86630.8751,automotive,1,25:26.2,null,0,0,0,0,null,0,-1.816162,88.55655,0.0.0.0,33.234.95.54,1,1,
25:27.0,7877,1432693526,31.76628712,-106.4510277,1129.566,0,2.4609375,3,5,-9999,1432693527,-69.30850983,-43.28465271,-21.86334229,91.9402771,83.55493164,25,86631.78316,-0.044311523,-0.906600952,-0.320495605,86631.77201,0.002240251,0.002148638,-0.00846832,86631.73696,-0.796139715,-0.116770061,1.223193342,0.012968507,-0.002124395,0.00134381,-0.00442634,0.030050954,0.000694156,XArbitraryZVertical,0.509860008,-0.266233134,-0.347717019,0.740442817,-0.039686818,-0.940191925,-0.338325381,0,0,0,-1,86630.8751,automotive,1,25:26.2,null,0,0,0,0,null,0,-1.816162,88.55655,0.0.0.0,33.234.95.54,1,1,
25:27.1,7878,1432693526,31.76628712,-106.4510277,1129.566,0,2.4609375,3,5,-9999,1432693527,-69.2038269,-42.97335815,-21.96392822,91.94281769,83.55747223,25,86631.84267,-0.039535522,-0.939193726,-0.329437256,86631.80705,-0.008410263,0.004248275,-0.008586031,86631.80705,-0.79581389,-0.117070764,1.223466648,-0.007238578,0.00208009,-0.001006011,0.000329827,0.000175757,-0.005691782,XArbitraryZVertical,0.509955845,-0.266300445,-0.347648727,0.740384678,-0.039758537,-0.940285027,-0.338058233,0,0,0,-1,86630.8751,automotive,1,25:26.2,null,0,0,0,0,null,0,-1.816162,88.55655,0.0.0.0,33.234.95.54,1,1,
25:27.1,7879,1432693527,31.76628712,-106.4510277,1129.426,0,2.4609375,3,5,-9999,1432693527,-69.27362061,-43.38839722,-22.03100586,91.94000244,83.55465698,25,86631.90219,-0.042175293,-0.917434692,-0.346847534,86631.87714,-0.003126018,0.002129464,-0.0053431,86631.87714,-0.795689959,-0.117216582,1.223530703,-0.001954749,-3.87E-05,0.002236877,-0.003778313,0.026488453,0.01905339,XArbitraryZVertical,0.509971548,-0.266331974,-0.347634331,0.740369281,-0.039800789,-0.940306783,-0.337992609,0,0,0,-1,86630.8751,automotive,1,25:26.2,null,0,0,0,0,null,0,-1.816162,88.55655,0.0.0.0,33.234.95.54,1,1,
25:27.2,7880,1432693527,31.76628712,-106.4510277,1129.426,0,2.4609375,3,5,-9999,1432693527,-68.9246521,-43.73426819,-22.03100586,91.93999481,83.55464935,25,86631.96169,-0.039123535,-0.919021606,-0.314590454,86631.94723,0.006468818,0.002147573,-0.00629305,86631.91219,-0.79564739,-0.117237198,1.223384067,0.010837364,-0.002134494,0.001315214,-0.003068572,0.037409607,0.016488697,XArbitraryZVertical,0.509917438,-0.266307812,-0.347636872,0.740414047,-0.039823886,-0.940256894,-0.338128716,0,0,0,-1,86630.8751,automotive,1,25:26.2,null,0,0,0,0,null,0,-1.816162,88.55655,0.0.0.0,33.234.95.54,1,1,
25:27.3,7881,1432693527,31.76628712,-106.4510277,1129.426,0,2.4609375,3,5,-9999,1432693527,-69.62258911,-43.25004578,-21.62854004,91.95520782,83.56986237,25,86632.02123,-0.033081055,-0.937469482,-0.348999023,86631.98228,0.001193362,0.001092961,-0.009547166,86631.98228,-0.796067018,-0.116760815,1.223378114,0.002363138,-0.00107803,-0.001969789,0.002493043,0.00692052,-0.013210932,XArbitraryZVertical,0.509942097,-0.266237592,-0.347671289,0.740406157,-0.039663453,-0.940254867,-0.338153213,0,0,0,-1,86630.8751,automotive,1,25:26.2,null,0,0,0,0,null,0,-1.816162,88.55655,0.0.0.0,33.234.95.54,1,1,
25:27.3,7882,1432693527,31.76628712,-106.4510277,1129.426,0,2.4609375,3,5,-9999,1432693527,-68.9246521,-43.59593201,-22.29931641,91.95581818,83.57047272,25,86632.08075,-0.042495728,-0.902496338,-0.322158813,86632.05237,-0.009504023,0.00423922,-0.006473346,86632.05237,-0.795381094,-0.11745175,1.22364336,-0.008333381,0.002067915,0.001104764,0.000561218,0.010016777,0.017504491,XArbitraryZVertical,0.510014981,-0.266356352,-0.347569944,0.740360822,-0.039867859,-0.940345168,-0.337878019,0,0,0,-1,86630.8751,automotive,1,25:26.2,null,0,0,0,0,null,0,-1.816162,88.55655,0.0.0.0,33.234.95.54,1,1,
25:27.4,7883,1432693527,31.76628712,-106.4510277,1129.426,0,2.4609375,3,5,-9999,1432693527,-68.8548584,-44.01098633,-22.50048828,91.95249939,83.56715393,25,86632.14024,-0.036178589,-0.943206787,-0.328659058,86632.12246,0.012858541,0.001099353,-0.006221677,86632.12246,-0.795758888,-0.116989986,1.223184545,0.014025765,-0.001075049,0.001353996,0.000745467,0.037585799,0.005927398,XArbitraryZVertical,0.509869098,-0.266216215,-0.347632875,0.74048215,-0.039762191,-0.940188944,-0.338324845,0,0,0,-1,86630.8751,automotive,1,25:26.2,null,0,0,0,0,null,0,-1.816162,88.55655,0.0.0.0,33.234.95.54,1,1,
25:27.4,7884,1432693527,31.76628712,-106.4510277,1129.426,0,2.4609375,3,5,-9999,1432693527,-69.2038269,-43.80345154,-21.82971191,91.95694733,83.57160187,25,86632.19978,-0.04107666,-0.920333862,-0.342697144,86632.15751,0.007547931,0.002152899,-0.007343134,86632.15751,-0.796151894,-0.116562463,1.22331623,0.008715994,-2.13E-05,0.000231814,0.005850704,0.00825748,-0.009467912,XArbitraryZVertical,0.509941567,-0.266176954,-0.347657651,0.740434727,-0.039603144,-0.940233827,-0.338218868,0,0,0,-1,86630.8751,automotive,1,25:26.2,null,0,0,0,0,null,0,-1.816162,88.55655,0.0.0.0,33.234.95.54,1,1,
25:27.5,7885,1432693527,31.76628712,-106.4510277,1129.426,0,2.4609375,3,5,-9999,1432693527,-69.44810486,-43.28466797,-21.79614258,91.96918488,83.58383942,25,86632.25929,-0.04145813,-0.92149353,-0.314437866,86632.22758,-0.015864451,0.005294897,-0.008669921,86632.22758,-0.795893601,-0.116853489,1.223633382,-0.014694892,0.003120599,-0.001094859,0.000116025,0.013934891,0.020650394,XArbitraryZVertical,0.510046889,-0.266264161,-0.347607985,0.740354143,-0.039666805,-0.940341771,-0.337911129,0,0,0,-1,86630.8751,automotive,1,25:26.2,null,0,0,0,0,null,0,-1.816162,88.55655,0.0.0.0,33.234.95.54,1,1,
25:27.6,7886,1432693527,31.76628712,-106.4510277,1129.426,0,2.4609375,3,5,-9999,1432693528,-68.54078674,-43.07714844,-21.32653809,91.98226166,83.5969162,25,86632.3188,-0.037811279,-0.935897827,-0.350158691,86632.29768,0.006486395,0.001093494,-0.007359379,86632.29768,-0.79606398,-0.116669765,1.223448533,0.007653568,-0.001083818,0.000213517,0.000745562,0.031221226,0.003542101,XArbitraryZVertical,0.509985312,-0.266213178,-0.347640674,0.740399546,-0.039624956,-0.940278828,-0.338091046,0,0,0,-1,86630.8751,automotive,1,25:26.2,null,0,0,0,0,null,0,-1.816162,88.55655,0.0.0.0,33.234.95.54,1,1,
25:27.6,7887,1432693527,31.76628712,-106.4510277,1129.426,0,2.4609375,3,5,-9999,1432693528,-68.43609619,-43.45759583,-21.69549561,91.98655701,83.60121155,25,86632.37832,-0.040298462,-0.90435791,-0.325057983,86632.36777,0.004386759,0.001097755,-0.009509616,86632.33272,-0.795725777,-0.117022172,1.223292976,0.014060497,-0.003186334,-0.000780805,-0.005389581,0.026056569,-0.002964194,XArbitraryZVertical,0.509909466,-0.266235181,-0.347619173,0.740453966,-0.039761178,-0.940225899,-0.338222325,0,0,0,-1,86630.8751,automotive,1,25:26.2,null,0,0,0,0,null,0,-1.824585,88.55664,0.0.0.0,33.234.95.54,1,1,
25:27.7,7888,1432693527,31.76628712,-106.4510277,1129.426,0,2.4609375,3,5,-9999,1432693528,-69.02934265,-43.42301941,-21.66192627,91.98857117,83.60322571,25,86632.43783,-0.037139893,-0.941177368,-0.327835083,86632.43786,-0.01373259,0.004240285,-0.008648616,86632.40281,-0.795686398,-0.117082187,1.223452067,-0.00935681,0.00206855,-0.002101839,0.001815392,-0.00066844,-0.001879181,XArbitraryZVertical,0.509965246,-0.266270083,-0.34760574,0.740409305,-0.039764002,-0.94028002,-0.338071376,0,0,0,-1,86630.8751,automotive,1,25:26.2,null,0,0,0,0,null,0,-1.824585,88.55664,0.0.0.0,33.234.95.54,1,1,
25:27.8,7889,1432693527,31.76628712,-106.4510277,1129.426,0,2.4609375,3,5,-9999,1432693528,-69.83196259,-42.90422058,-21.76257324,91.99112701,83.60578156,25,86632.49735,-0.042434692,-0.916931152,-0.342346191,86632.4729,-0.000953145,0.002143845,-0.00850587,86632.4729,-0.795927825,-0.116838179,1.223494413,0.000213623,-3.63E-05,-0.000934359,-2.65E-05,0.026903348,0.017622216,XArbitraryZVertical,0.509991743,-0.266247363,-0.347629127,0.740388245,-0.039676867,-0.940294445,-0.338041514,0,0,0,-1,86630.8751,automotive,1,25:26.2,null,0,0,0,0,null,0,-1.824585,88.55664,0.0.0.0,33.234.95.54,1,1,
25:27.8,7890,1432693527,31.76628712,-106.4510277,1129.426,0,2.4609375,3,5,-9999,1432693528,-69.30851746,-43.28468323,-21.99725342,91.98991394,83.60456848,25,86632.55688,-0.042984009,-0.920166016,-0.317657471,86632.54299,0.008600679,0.001092961,-0.006271744,86632.54299,-0.796219472,-0.116518203,1.22335995,0.009766907,-0.001087015,0.001299423,0.0042593,0.010835844,-0.007569122,XArbitraryZVertical,0.509957019,-0.266184051,-0.347667487,0.740416915,-0.039583396,-0.940248668,-0.338179767,0,0,0,-1,86630.8751,automotive,1,25:26.2,null,0,0,0,0,null,0,-1.824585,88.55664,0.0.0.0,33.234.95.54,1,1,
25:27.8,7891,1432693527,31.76628712,-106.4510277,1129.426,0,2.4609375,3,5,-9999,1432693528,-69.30851746,-43.28468323,-21.99725342,91.98991394,83.60456848,25,86632.61637,-0.032012939,-0.936538696,-0.344406128,86632.61308,-0.014814633,0.005292766,-0.007594803,86632.57804,-0.796273614,-0.116443886,1.223303337,0.001251257,-0.001102568,0.00119741,0.003843623,0.011625282,-0.0101836,XArbitraryZVertical,0.50994104,-0.266162245,-0.34767363,0.740432875,-0.039564449,-0.940229416,-0.338235587,0,0,0,-1,86630.8751,automotive,1,25:26.2,null,0,0,0,0,null,0,-1.824585,88.55664,0.0.0.0,33.234.95.54,1,1,
25:27.9,7892,1432693527,31.76628712,-106.4510277,1129.426,0,2.4609375,3,5,-9999,1432693528,-69.1340332,-43.80348206,-21.82952881,91.99023438,83.60488892,25,86632.67592,-0.042037964,-0.901855469,-0.323257446,86632.64813,-0.00629012,0.002132127,-0.007505853,86632.64813,-0.795810507,-0.116927567,1.223685007,-0.005122426,-5.08E-05,6.38E-05,0.001035662,0.009557922,0.019775266,XArbitraryZVertical,0.510064858,-0.266277767,-0.34759152,0.740344599,-0.039686173,-0.940359294,-0.337859988,0,0,0,-1,86630.8751,automotive,1,25:26.2,null,0,0,0,0,null,0,-1.824585,88.55664,0.0.0.0,33.234.95.54,1,1,
25:28.0,7893,1432693527,31.76628712,-106.4510277,1129.426,0,2.4609375,3,5,-9999,1432693528,-69.37831116,-43.97642517,-22.33251953,91.99482727,83.60948181,25,86632.73542,-0.036682129,-0.937026978,-0.329421997,86632.71822,0.008606538,-0.001022654,-0.006279201,86632.68317,-0.795539407,-0.117232533,1.223449225,0.002318844,-0.002159112,0.001207062,-0.002222823,0.038423609,0.014810606,XArbitraryZVertical,0.509957597,-0.266287857,-0.347589911,0.740415613,-0.039815139,-0.940279067,-0.338068038,0,0,0,-1,86630.8751,automotive,1,25:26.2,null,0,0,0,0,null,0,-1.824585,88.55664,0.0.0.0,33.234.95.54,1,1,
25:28.0,7894,1432693527,31.76628712,-106.4510277,1129.426,0,2.4609375,3,5,-9999,1432693528,-69.13402557,-43.3192749,-22.03076172,91.98621368,83.60086823,25,86632.79494,-0.040328979,-0.920516968,-0.345581055,86632.78831,-0.00519636,0.002141182,-0.009618539,86632.75326,-0.795999322,-0.116737023,1.223375155,0.006603653,-0.001090026,-0.000866823,0.007276581,0.007392535,-0.010994701,XArbitraryZVertical,0.50995411,-0.266211101,-0.347640425,0.7404219,-0.03965573,-0.940253854,-0.338156909,0,0,0,-1,86630.8751,automotive,1,25:26.2,null,0,0,0,0,null,0,-1.824585,88.55664,0.0.0.0,33.234.95.54,1,1,
25:28.1,7895,1432693527,31.76628712,-106.4510277,1129.426,0,2.4609375,3,5,-9999,1432693528,-69.13402557,-43.3192749,-22.03076172,91.98621368,83.60086823,25,86632.85446,-0.045059204,-0.913986206,-0.316680908,86632.82335,-0.014802915,0.006354302,-0.008653676,86632.82335,-0.795607315,-0.11717919,1.223407516,-0.013635609,0.004168445,-0.001085484,0.0026618,0.01663512,0.021443475,XArbitraryZVertical,0.509941843,-0.266279468,-0.34760516,0.740422322,-0.039801691,-0.940264881,-0.338109136,0,0,0,-1,86630.8751,automotive,1,25:26.2,null,0,0,0,0,null,0,-1.824585,88.55664,0.0.0.0,33.234.95.54,1,1,
25:28.2,7896,1432693528,31.76628712,-106.4510277,1129.322,0,2.4609375,3,5,-9999,1432693528,-69.37831116,-43.69973755,-21.93011475,91.98438263,83.59903717,25,86632.91398,-0.034301758,-0.94329834,-0.347961426,86632.89343,0.008618256,3.89E-05,-0.007338074,86632.89343,-0.796037222,-0.116724838,1.223166852,0.009783835,-0.002146661,0.000229415,0.000795025,0.028455015,0.000247663,XArbitraryZVertical,0.509871361,-0.266186476,-0.347669904,0.740473898,-0.03967442,-0.940182924,-0.338351905,0,0,0,-1,86630.8751,automotive,1,25:26.2,null,0,0,0,0,null,0,-1.824585,88.55664,0.0.0.0,33.234.95.54,1,1,
25:28.2,7897,1432693528,31.76628712,-106.4510277,1129.322,0,2.4609375,3,5,-9999,1432693528,-69.48299408,-43.18093872,-21.56121826,91.99533081,83.60998535,25,86632.97351,-0.038909912,-0.902908325,-0.328140259,86632.96353,0.004360394,3.25E-05,-0.007388141,86632.92848,-0.796002956,-0.116736743,1.223074668,0.012977266,-0.002145369,0.000264479,-0.006286189,0.023968041,-0.007021466,XArbitraryZVertical,0.509838524,-0.266168969,-0.347668463,0.740503477,-0.039688542,-0.940151513,-0.338437527,0,0,0,-1,86630.8751,automotive,1,25:26.2,null,0,0,0,0,null,0,-1.824585,88.55664,0.0.0.0,33.234.95.54,1,1,
25:28.3,7898,1432693528,31.76628712,-106.4510277,1129.322,0,2.4609375,3,5,-9999,1432693528,-68.81996918,-42.80047607,-22.33251953,91.98074341,83.59539795,25,86633.03303,-0.037689209,-0.931167603,-0.325653076,86632.99857,-0.010542123,0.005302886,-0.008607337,86632.99857,-0.7956896,-0.117069887,1.223327254,-0.00937495,0.003113701,-0.001042154,-0.001058969,-0.003396481,0.003898872,XArbitraryZVertical,0.509919126,-0.266248519,-0.347614895,0.740444526,-0.03977355,-0.940237582,-0.33818841,0,0,0,-1,86630.8751,automotive,1,25:26.2,null,0,0,0,0,null,0,-1.824585,88.55664,0.0.0.0,33.234.95.54,1,1,
